attack_type,country,area,activity,sex,injury,fatal,time,species,age,year,month
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,M,"Thigh severely lacerated, shin & calf lacerated",N,17h30,unknown,14,1947,April
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,"No injury, board scraped by shark",N,unknown,unknown,17,1947,April
Provoked,PACIFIC OCEAN,unknown,"Moving shark from tuna vessel when boat rolled, placing both man & shark in chest-deep water",M,"Right arm punctured, finger lacerated PROVOKED INCIDENT",N,11h00,unknown,29,1947,unknown
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Wading,M,"Hip abraded, right calf severely lacerated",N,16h10,unknown,18,1947,March
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,Lacerations on buttock  &  right foot ,N,12h00,"Blacktip shark, 2 m [6.75'] ",22,1947,March
Boating,AUSTRALIA,Queensland,Fishing,not declared,"No injury, shark holed boat",N,unknown,unknown,not declared,1947,February
Provoked,BAHAMAS,New Providence Island,Attempting to ride a shark,M,Arm bitten PROVOKED INCIDENT,N,unknown,5' shark,not declared,1947,February
Unprovoked,BRAZIL,Rio de Janeiro,Bathing,not declared,FATAL,Y,unknown,unknown,not declared,1947,unknown
Boating,AUSTRALIA,New South Wales,Rowing,not declared,"No injury, shark lifted the boat 0.5 m out of the water",N,unknown,"4.5  m [14'9""] shark",17,1947,January
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,Flexed left leg lacerated,N,15h50,>1.6 m shark,18,1947,January
Unprovoked,AUSTRALIA,South Australia,Swimming near jetty with 2' piece of wood,M,"Forearm & fingers lacerated, teethmarks on wood",N,unknown,unknown,23,1946,December
Boating,AUSTRALIA,Queensland,unknown,not declared,Shark jumped into cockpit,N,unknown,7' shark,not declared,1946,December
Unprovoked,AUSTRALIA,Torres Strait,Pearl diving from lugger,M,"FATAL, right arm severed",Y,unknown,unknown,30,1946,November
Unprovoked,MARSHALL ISLANDS,Kwajalein,Fishing,M,FATAL,Y,unknown,unknown,not declared,1946,October
Unprovoked,AUSTRALIA,New South Wales,Swimming,M,Left leg lacerated,N,unknown,unknown,15,1946,October
Unprovoked,ISRAEL,Gaza,Fishing,M,Laceration to back,N,unknown,unknown,15,1946,August
Unprovoked,AUSTRALIA,Queensland,Swimming after a tennis ball,M,"FATAL, body not recovered",Y,15h20,4.3 m [14'] shark,30,1946,August
Unprovoked,IRAN,Khuzestan Province,"Fishing, probably with a net",M,Radius & ulna bared,N,unknown,unknown,12,1946,July
Unprovoked,IRAN,Khuzestan Province,Swimming ,M,"Left Achilles tendon severed, calf muscles severely lacerated",N,unknown,Possibly C. leucas,12,1946,July
Unprovoked,INDIA,unknown,Bathing,M,"""Serious injuries""",N,unknown,unknown,14,1946,June
Unprovoked,TANZANIA,Dar-es-Salaam ,Swimming ,M,Leg bitten,N,unknown,unknown,not declared,1946,May
Unprovoked,AUSTRALIA,Queensland,Swimming,M,FATAL,Y,13h30,unknown,17,1946,April
Boating,AUSTRALIA,South Australia,Fishing,not declared,"No injury to occupants. Shark charged boat, tore off rudder & tossed it air, then swam off with it",N,unknown,6 m [20']  shark,not declared,1946,unknown
Boating,AUSTRALIA,South Australia,Fishing,M,"No injury; shark rammed boat, catapulting Leverenz in the sea & damaging boat",N,19h00,unknown,28,1946,March
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,Right arm severely lacerated,N,16h00,unknown,21,1946,February
Unprovoked,AUSTRALIA,Western Australia,Standing,M,"Leg bitten, surgically amputated",N,12h15,"White shark, 4.2 m [13'9""] ",18,1946,February
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming ,M,Flexed right  knee bitten,N,09h15,unknown,18,1946,February
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,Knee & calf lacerated,N,17h15,unknown,15,1946,January
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Foot severely lacerated,N,Afternoon,unknown,not declared,1946,January
Unprovoked,AUSTRALIA,Queensland,unknown,M,Ankle bitten,N,unknown,small shark,12,1946,January
Unprovoked,SOUTH AFRICA,Western Cape Province,Jumping in swells,M,Foot bitten,N,12h00,1.5 m [5'] shark,18,1946,January
Unprovoked,AUSTRALIA,New South Wales,Swimming,F,"FATAL, left leg severed, right leg injured  ",Y,unknown,unknown,14,1946,January
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Body surfing,M,Calf lacerated,N,A.M.,unknown,24,1946,January
Boating,SOUTH AFRICA,Western Cape Province,unknown,not declared,"No injury to occupants, shark struck boats+K1581",N,unknown,unknown,not declared,1946,unknown
Boating,SOUTH AFRICA,Western Cape Province,unknown,not declared,"Shark holed and sank boat, occupants rescued",N,unknown,unknown,not declared,1946,unknown
Unprovoked,PERSIAN GULF,"""Head of the Gulf""",Bitten after dhow shipwrecked,F,"Abdomen bitten, but she survived. Most of the 40 others that survived the wreck, were taken by sharks",N,unknown,unknown,not declared,1946,unknown
Unprovoked,HONG KONG,unknown,Bathing,M,FATAL,Y,"""shortly before dusk""",unknown,not declared,1945,September
Sea Disaster,OKINAWA,unknown,American minesweeper USS YMS-472 foundered in a typhoon - swimming to shore,M,Laceration to arm,N,unknown,unknown,20,1945,September
Sea Disaster,JAPAN,Ryukyu,American minesweeper USS YMS-350 lost in a typhoon - swimming to shore,M,FATAL,Y,unknown,unknown,not declared,1945,September
Unprovoked,IRAN,Shatt-al-Arab River,Swimming,M,"Right forearm injured, mid-humeral amputation",N,unknown,unknown,13,1945,September
Unprovoked,IRAN / IRAQ,Shatt-al-Arab River,unknown,M,Lower left leg amputated,N,unknown,unknown,not declared,1945,August
Unprovoked,USA, North Carolina,unknown,not declared,FATAL,Y,unknown,unknown,not declared,1945,August
Sea Disaster,PHILIPPINES,In transit between Tinian and Leyte,American cruiser Indianapolis torpedoed & sunk by the Japanese submarine I-58,not declared,"About 300  crew perished during the sinking, the remainder abandoned ship. Many who survived the loss of the ship were taken by sharks. In all, only 316 of her crew of 1,196 survived.",Y,unknown,unknown,not declared,1945,July
Sea Disaster,JAVA,Northern Java,"90 European civilians, many women & children, were placed on the deck of a Japanese submarine that submerged when it was well offshore",not declared,Sharks attacked the swimmers. The sole survivor lost his arm & foot & died of his injuries shortly after being picked up  by Javanese fishermen. The incident became known as the Cheribon Atrocity,Y,Dusk,unknown,not declared,1945,unknown
Unprovoked,AUSTRALIA,Queensland,Swimming,M,FATAL,Y,16h00,unknown,not declared,1945,June
Unprovoked,USA,North Carolina,Swimming,M,"FATAL, large gash to thigh",Y,unknown,unknown,not declared,1945,May
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Walking,M,"Right leg bitten knee to foot, surgically amputated",N,16h30,Thought to involve a Zambesi shark,37,1945,March
Unprovoked,ISRAEL,Tel Aviv,Swimming,M,"Survived. R.A.F. pilot, seeing commotion in the water, dived his plane to investigate and scared off shark",N,unknown,unknown,not declared,1945,February
Unprovoked,JAMAICA,unknown,Diving,M,Hand severed,N,unknown,unknown,not declared,1945,unknown
Unprovoked,CUBA,Havana Province,"Playing on rock, slipped & fell into the water",M,FATAL,Y,unknown,unknown,not declared,1945,unknown
Unprovoked,PANAMA,Colon Province,Bathing with her mother,F,Foot bitten,N,unknown,unknown,8,1945,unknown
Unprovoked,IRAQ,Basrah,Swimming,M,Left foot bitten,N,12h00,Bull shark,15,1945,unknown
Sea Disaster,PHILIPPINES,300 miles east of Luzon,Swimming near life raft,M,Arm bitten,N,unknown,9' shark,19,1944,December
Provoked,USA,Florida,Fishing for mackerel,not declared,"No injury to occupants. After being prodded with an oar, shark struck bow and sank boat PROVOKED INCIDENT",N,unknown,"Tiger shark, 4.5 to 5.5 m [14'9"" to 18'], 2000-lb  ",not declared,1944,December
Sea Disaster,SIERRA LEONE,Western Area,unknown,M,FATAL,Y,unknown,unknown,18,1944,November
Invalid,AUSTRALIA,Queensland,Swimming,M,Probable drowning & scavenging,unknown,unknown,unknown,not declared,1944,November
Sea Disaster,PHILIPPINES,unknown,"USS Gambier Bay CVE-73  shelled & sunk  at 09h57 on 10/24/1944, by Japanes fleet enroute to attack the Allied landing force at Leyte.",M,When survivors werer rescued on 10/27/1944 by PC 623 there were many sharks in the area,Y,unknown,unknown,not declared,1944,October
Sea Disaster, PHILIPPINES,Bernardino Strait near Gulf of Leyte,USS Hoel DD 533 sunk on 10/24/1944 in the Battle off Samar. 2 crewmen were swimmng alongside a floater net &,M,"FATAL, both were killed by sharks",Y,unknown,unknown,not declared,1944,October
Sea Disaster,PHILIPPINES,Off Samar Island in the Gulf of Leyte,USS Johnston DD 557 sunk on 10/24/1944 in the Battle off Samara. Crewmen were swimming beside a raft.,M,"Clinton was bitten on his back, 2 others did not survive",Y,unknown,unknown,not declared,1944,October
Unprovoked,PHILIPPINES,unknown,Parachuted into Pacific,M,"Shark grazed leg, leaving toothmarks",N,unknown,unknown,not declared,1944,October
Sea Disaster,unknown,unknown,Japanese POW ship Arisan Maru with 1800 American prisoners of war on board bound for slave labor camps was torpedoed by an American submarine,M,Most of the men drowned & some were taken by sharks. Only only nine men survived,Y,>17h30,unknown,not declared,1944,October
Boating,AUSTRALIA,Queensland,Fishing,not declared,No injury to occupants; shark bit dinghy leaving tooth fragments in  its woodwork,N,unknown,unknown,not declared,1944,October
Unprovoked,USA,Maryland,Swimming,M,Laceration to right lower leg,N,unknown,unknown,13,1944,September
Unprovoked,CARIBBEAN SEA,unknown,Fell overboard from US Navy PC boat,M,FATAL,Y,unknown,unknown,not declared,1944,unknown
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming ,M,"FATAL, body not recovered",Y,14h00,unknown,19,1944,August
Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,M,"FATAL, body not recovered",Y,16h30,"White shark, according to witnesses",17,unknown,July
Invalid,NORTH PACIFIC OCEAN,unknown,unknown,M,"When picked up by the USS Boyd DD 44 on 6/23/1944 his raft was ""surrounded by sharks""",unknown,unknown,Invalid,not declared,1944,June
Unprovoked,USA,Florida,Bathing,F,Left calf bitten,N,unknown,1.8 m [6'] blacktip shark or spinner shark,15,1944,May
Unprovoked,SAMOA,unknown,unknown,not declared,Minor injury when shark tore off his boot,N,unknown,5' shark,not declared,1944,May
Unprovoked,PANAMA,Caribbean Sea,Washed overboard by swell,M,"FATAL. His back was bitten as he was being towed to ship by rescuer, Lieut (j.g.) Stanley Kurta, then the shark pulled him below the surface. ",Y,unknown,"White shark, 2.4 m [8'] ",not declared,1944,May
Unprovoked,NICARAGUA,Lake Nicaragua (fresh water),unknown,not declared,Some killed & others severely injured,Y,unknown,Bull sharks to 1.5 m [5']  in length,not declared,1944,unknown
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,Left thigh bitten,N,17h30,unknown,18,1944,March
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Standing,M,"FATAL, left thigh & calf bitten  ",Y,10h00,unknown,23,1944,March
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,Ankle severely lacerated,N,17h30,unknown,16,1944,March
Unprovoked,SOUTH AFRICA,Western Cape Province,Treading water,M,Foot & ankle lacerated,N,>14h30,2.1 m [7'] shark,not declared,1944,February
Unprovoked,INDIA,unknown,Bathing,M,FATAL,Y,unknown,unknown,12,1944,February
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,M,"FATAL, right thigh lacerated, femoral artery severed ",Y,13h15,unknown,22,1944,January
Boating,AUSTRALIA,Western Australia,Fishing,M,"No injury, shark took day's catch & struck boat",N,unknown,14' shark,not declared,1944,January
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,"Both legs bitten, one surgically amputated",N,17h00,unknown,14,1944,January
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,"FATAL, leg bitten knee to ankle & posterior tibial artery severed; died of toxemia 2 days later ",Y,17h50,unknown,26,1944,January
Sea Disaster,SOUTH PACIFIC OCEAN,unknown,Adrift on raft,M,FATAL            Arm severed,Y,unknown,unknown,not declared,1944,unknown
Sea Disaster,ITALY,Adriatic Sea,B-24 aircraft crashed  into the sea,M,FATAL,Y,unknown,unknown,not declared,1944,unknown
Unprovoked,NEW GUINEA,Pacific Ocean,Fell overboard from USS Ward,M,FATAL,Y,unknown,unknown,not declared,1944,unknown
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,"FATAL, abdomen, buttock & thigh lacerated  ",Y,11h30,unknown,17,1943,December
Sea Disaster,USA,South Carolina,The Cuban freighter Libertad was torpedoed and sunk by the German submarine U-129,M,"Of the 18 crew who survived the sinking, 10 were taken by sharks. Cabarrocas was bitten but survived",Y,unknown,unknown,not declared,1943,December
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming with board,M,Right foot lacerated,N,unknown,unknown,not declared,1943,November
Sea Disaster,PACIFIC OCEAN,Near the Fiji Islands,The 6711-ton American freighter & troop transport Cape San Juan was torpedoed by the Japanese submarine I-21,M,"Of the 1,429 people on board, only 448 survived. Sharks were attacking survivors as they were being rescued",Y,unknown,unknown,not declared,1943,November
Invalid,USA,Florida,unknown,M,"Hand, forearm, leg and pelvis recovered from 4.25 m  [14'] shark caught at Bakers Haulover, Miami Beach on 26-Oct-1943",unknown,unknown,Shark involvement prior to death unconfirmed,not declared,1943,October
Unprovoked,PANAMA,Gulf of Panama,Dived overboard to check propeller of US Navy motor torpedo boat,M,"FATAL, left leg  & shoulder bitten  ",Y,14h35,"White shark, 2 m [6'9""]  (Tooth fragment recovered from victim's shoulder & identified by J.T. Nicholls)",20,1943,September
Sea Disaster,ITALY,40 miles south of Naples ,Flying Fortress bomber aircraft went down after daytime raid on Naples. He was swimming on the surface,M,"Bitten on arms, hands & feet while awaiting rescue",N,unknown,unknown,not declared,1943,unknown
Sea Disaster,USA,Florida,Treading water after survivng crash of the US Navy airship K-74 that was hit by the German submarine U-134,M,FATAL,Y,unknown,unknown,not declared,1943,July
Boating,PORTUGAL,unknown,Fishing for mackerel,not declared,No injury to occupants,N,unknown,unknown,not declared,1943,unknown
Invalid,MEXICO,Veracruz,Swimming,M,"No injury, a shark made a threat display",unknown,Between 11h00 & 12h00,Invalid,68,1943,unknown
Boating,AUSTRALIA,Tasmania,Fishing for cod,M,"No injury to occupant, shark grabbed rudder and dragged the dinghy stern-first",N,unknown,"White shark, 3.9 m, 550 kg, male",18,1943,June
Invalid,PACIFIC OCEAN,unknown,B-24 crashed during a search mission. Survivors in raft for 47 days ,M,Survived,unknown,unknown,Invalid,not declared,1943,May
Sea Disaster,CENTRAL PACIFIC,unknown,"S2N Navy scout plane went down, E.H. Almond & Lieut A.G. Reading in water",M,"Jaw dislocated & contusions from many blows on legs & body by shark fins, rescued after 14 hours",N,unknown,unknown,26,1943,May
Sea Disaster,CENTRAL PACIFIC,unknown,"S2N Navy scout plane went down, E.H. Almond & Lieut A.G. Reading in water",M,"FATAL, right leg & left thigh bitten  ",Y,unknown,unknown,not declared,1943,May
Sea Disaster,AUSTRALIA,Queensland,Hospital Ship Centaur torpedoed & sunk by the Japanese submarine I-177,M,FATAL,Y,After 04h00,unknown,not declared,1943,May
Sea Disaster,INDIAN OCEAN,unknown,ship torpedoed 400 miles off the African coas. Man was clinging to hatch cover,M,"Leg, foot & arm bitten",N,unknown,Blue shark,not declared,1943,May
Invalid,USA,Hawaii,"Small boat swamped, 4  people swimming to shore but he fell behind the other 3 and vanished",M,On 29-Apr-1943 his remains (right forearm & swim trunks) were found in 4.9 m [16'] sharks gut,unknown,unknown,Shark involvement prior to death unconfirmed,not declared,1943,April
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,"FATAL, thigh lacerated, both calves bitten  ",Y,16h10,unknown,31,1943,March
Sea Disaster,SIERRA LEONE,unknown,"The 21,516-ton troopship Empress of Canada torpedoed and sunk by the Italian submarine Leonardo da Vinci",not declared,"Of the 1346 on board, 392 perished including 90 women & 44 crew. 1 person known to have been fatally injured by a shark.",Y,unknown,unknown,not declared,1943,March
Sea Disaster,BRAZIL,unknown,The 3540-ton Alfonso Penna was torpedoed & sunk by the Italian submarine Barbarigo,not declared,"33 crew & 92 passengers were lost, it was thought that some were killed by sharks  FATAL",Y,19h00,unknown,not declared,1943,March
Sea Disaster,PAPUA NEW GUINEA,Morobe Province,"Known as The Battle of the Bismarck Sea :  8 Japanese destroyers guarding a convoy of 8 transports were attacked by 129 Allied fighters, 207 bombers & 3 squadrons of the Royal Australian Air Force. ",not declared,"An estimated  3,000 to 7,000 Japanese troops perished, some were taken by sharks",Y,unknown,unknown,not declared,unknown,unknown
Sea Disaster,PACIFIC OCEAN,Northwest of Papua New Guinea,The USS Wahoo torpedoes & sank the Japanese troop transport Buyo Maru,M,FATAL,Y,unknown,unknown,not declared,1943,January
Unprovoked,MEXICO,Veracruz,Swimming,not declared,FATAL,Y,unknown,unknown,not declared,1943,unknown
Unprovoked,SOLOMON ISLANDS,unknown,Swimming,M,Arm severed,N,unknown,unknown,not declared,1943,unknown
Unprovoked,IRAQ,unknown,Swimming,M,"Right arm severed, left foot bitten",N,unknown,unknown,22,1943,unknown
Unprovoked,USA,Hawaii,Spearfishing,M,Calf nipped in each case,N,unknown,"""small sharks""",not declared,1943,unknown
Unprovoked,USA,Hawaii,Spearfishing,M,Calf nipped in each case,N,unknown,"""small sharks""",not declared,1943,unknown
Unprovoked,USA,Hawaii,unknown,M,"Unprovoked, but circumstances unknown",unknown,unknown,unknown,not declared,1943,unknown
